,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
48792,Tree Tops Bar & Kitchen,No,Yes,4.4,152,Lavelle Road,"Casual Dining, Bar","North Indian, Chinese, Continental, Italian",1000,Drinks & nightlife
48793,The Barn - Bar & Kitchen,No,Yes,4.2,265,Brigade Road,Pub,"American, North Indian, Chinese",1500,Drinks & nightlife
48794,Easy Tiger,No,No,4.3,2286,Church Street,"Bar, Casual Dining","Finger Food, Continental",1100,Drinks & nightlife
48795,Capri Gastrobar,No,Yes,4.3,301,St. Marks Road,"Bar, Casual Dining","Mediterranean, Italian, Asian",1200,Drinks & nightlife
48796,Bangalore Pub Exchange,No,Yes,4.2,228,MG Road,"Pub, Casual Dining","Continental, Finger Food, Pizza, North Indian",1000,Drinks & nightlife
48797,The Open Box,Yes,Yes,4.2,2292,St. Marks Road,"Casual Dining, Bar","European, North Indian, Mediterranean, Asian, Salad",1400,Drinks & nightlife
48798,Russh Gastropub,No,No,4.2,1359,Church Street,Pub,"Continental, Italian, Burger",1100,Drinks & nightlife
48799,20 Feet High,Yes,Yes,4.0,941,Church Street,"Casual Dining, Bar","American, Continental, Steak, Salad",1000,Drinks & nightlife
48800,Laughing Llama Gastropub,Yes,Yes,4.2,416,Brigade Road,"Bar, Casual Dining","Finger Food, Continental, Pizza",1600,Drinks & nightlife
48801,Coconut Grove,No,Yes,3.9,685,Church Street,"Casual Dining, Bar","South Indian, Chettinad, Kerala, Seafood",1200,Drinks & nightlife
48802,Plan B,No,No,4.2,2034,Shanti Nagar,"Casual Dining, Pub","American, Finger Food, BBQ, Steak",1200,Drinks & nightlife
48803,Smaaash,No,Yes,4.2,551,MG Road,"Casual Dining, Pub","North Indian, Pizza, Chinese",1500,Drinks & nightlife
48804,Pecos Classic,No,Yes,4.1,559,Brigade Road,"Pub, Casual Dining",Finger Food,1100,Drinks & nightlife
48807,Le Rock,Yes,No,4.1,1221,Brigade Road,Bar,"Continental, Chinese",2000,Drinks & nightlife
48809,Bootlegger,No,No,4.1,1546,Lavelle Road,Pub,"Continental, Steak",1200,Drinks & nightlife
48810,Ice - Taj MG Road Bengaluru,No,Yes,4.1,612,MG Road,Club,Continental,2800,Drinks & nightlife
48811,i-Bar - The Park Bangalore,No,No,3.8,625,MG Road,Lounge,"North Indian, Chinese, Mediterranean",3000,Drinks & nightlife
48812,Fusion Lounge,No,No,2.0,402,Brigade Road,Lounge,Finger Food,1500,Drinks & nightlife
48813,Chugg,No,Yes,4.0,752,Church Street,Pub,"Finger Food, Continental, Asian, North Indian",1100,Drinks & nightlife
48815,WYT RestroPub,No,No,2.6,409,MG Road,Pub,"North Indian, Chinese",1000,Drinks & nightlife
48821,White Plate,No,Yes,4.2,264,MG Road,"Casual Dining, Bar","Thai, Continental, North Indian",1500,Drinks & nightlife
48827,Hammered,Yes,Yes,4.7,4845,Cunningham Road,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe",1300,Drinks & nightlife
48828,Skylit - Citrus Hotels,No,Yes,4.1,329,Cunningham Road,Lounge,"North Indian, Mughlai, Mediterranean",1300,Drinks & nightlife
48829,Head's Or Tail's,No,Yes,4.0,140,Wilson Garden,Bar,"Finger Food, North Indian, Chinese",1000,Drinks & nightlife
48835,Tea and Wine Lounge,No,No,3.6,12,Race Course Road,Cafe,"Cafe, Tea, Desserts",800,Drinks & nightlife
48836,La Casa Brewery And Kitchen,Yes,Yes,4.4,1476,Sarjapur Road,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood",1500,Buffet
48837,MoMo Cafe - Courtyard by Marriott,No,Yes,4.1,282,Bellandur,Casual Dining,"Asian, North Indian, South Indian, Momos",2000,Buffet
48838,The Fisherman's Wharf,Yes,Yes,4.3,4139,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400,Buffet
48839,AB's - Absolute Barbecues,No,Yes,4.7,1018,Sarjapur Road,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600,Buffet
48840,The Hidden Home,Yes,Yes,4.2,1060,Sarjapur Road,Casual Dining,"Asian, Chinese, Continental, North Indian, South Indian",1300,Buffet
48841,Opus Food Stories,No,Yes,4.5,200,Sarjapur Road,"Bar, Casual Dining","Goan, Asian, North Indian, European, Continental",1800,Buffet
48842,Village - The Soul of India,No,No,3.9,1228,Sarjapur Road,Casual Dining,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali",1100,Buffet
48843,Little Italy,Yes,Yes,4.3,733,Sarjapur Road,Casual Dining,"Italian, Pizza",1500,Buffet
48844,Xtreme Sports Bar,Yes,Yes,4.0,977,Sarjapur Road,Pub,"Continental, Chinese, North Indian",1500,Buffet
48845,RRoyal Rajasthan,Yes,No,4.2,774,Sarjapur Road,Casual Dining,"Rajasthani, North Indian",500,Buffet
48848,Ruh,No,Yes,4.0,3056,Bellandur,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",1000,Buffet
48849,Tipsy Bull - The Bar Exchange,Yes,Yes,4.4,2232,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican",1400,Buffet
48850,Kava - Fairfield by Marriott,No,Yes,3.9,291,Bellandur,Casual Dining,"North Indian, South Indian, Continental",1500,Buffet
48851,Chaarcoal,Yes,No,4.0,468,Bellandur,Casual Dining,North Indian,1200,Buffet
48852,The Square - Novotel,No,Yes,4.3,766,Marathahalli,Fine Dining,"Continental, North Indian, Japanese, Italian",2500,Buffet
48853,Sharaab Factory,Yes,Yes,3.9,406,Bellandur,Bar,"Biryani, North Indian",1500,Buffet
48854,Skylit - Citrus Hotels,No,Yes,3.6,259,Bellandur,Lounge,"North Indian, Mughlai, Mediterranean",1500,Buffet
48855,Punjabi Times,Yes,Yes,4.1,1696,Bellandur,"Casual Dining, Bar",North Indian,1100,Buffet
48858,Monsoon,No,No,2.8,12,Bellandur,Food Court,Continental,1000,Buffet
48862,Stoner,Yes,No,4.3,591,Sarjapur Road,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Cafes
48863,Zoey's,Yes,No,4.3,901,Sarjapur Road,Quick Bites,"Fast Food, Italian, Continental",600,Cafes
48864,Eating Love,Yes,No,4.3,160,Sarjapur Road,Cafe,"Cafe, Italian, Pizza",800,Cafes
48865,Creamvilla,Yes,No,3.9,66,Sarjapur Road,"Cafe, Dessert Parlor","Cafe, Desserts, Ice Cream",600,Cafes
48866,Mighty Paws,Yes,No,4.0,138,Sarjapur Road,Cafe,Cafe,500,Cafes
48868,Chaai Resto,Yes,No,4.0,34,Sarjapur Road,Cafe,"Cafe, Rolls, Fast Food",200,Cafes
48869,Ella's Petscape Cafe,No,No,4.0,19,Sarjapur Road,Cafe,"Cafe, Fast Food, Sandwich, Pizza",700,Cafes
48870,Sintales,Yes,No,3.6,44,Sarjapur Road,Cafe,"Cafe, Continental, Pizza, Burger, Beverages",600,Cafes
48871,Cafe At The Atelier,Yes,No,4.2,510,Sarjapur Road,Cafe,"Cafe, Continental, Italian, Salad",800,Cafes
48872,Cafe Coffee Day,Yes,No,3.1,13,Sarjapur Road,Cafe,"Cafe, Fast Food",900,Cafes
48874,Cafe Chaippu,No,No,0.0,0,Sarjapur Road,Quick Bites,"Kerala, Coffee",150,Cafes
48876,Biggies Burger 'n' More,Yes,No,0.0,0,Sarjapur Road,Quick Bites,"Burger, Fast Food",400,Cafes
48877,Story Time,No,No,3.8,19,Bellandur,"Cafe, Quick Bites","North Indian, South Indian, Andhra, Cafe",500,Cafes
48878,The Salad Studio,Yes,No,4.0,109,Bellandur,Cafe,"Cafe, Healthy Food, Salad",400,Cafes
48879,On the Go Cafeteria,No,No,0.0,0,Bellandur,Quick Bites,Fast Food,200,Cafes
48880,Mont Blanc Cafe,Yes,No,3.8,37,Bellandur,Cafe,"Cafe, Bakery, Italian",650,Cafes
48881,Chef Baker's,Yes,No,3.6,136,Bellandur,"Bakery, Quick Bites","Bakery, Fast Food, Pizza, Burger",600,Cafes
48882,Imperio Cafe,No,No,3.9,23,Whitefield,Quick Bites,"Cafe, Fast Food, Pizza, Burger, Beverages",200,Cafes
48884,Starbucks,No,No,3.9,39,Bellandur,Cafe,"Cafe, Desserts",700,Cafes
48885,Puro Gusto,No,No,3.9,26,Bellandur,Cafe,Cafe,400,Cafes
48886,Tata Cha,Yes,No,3.4,36,Bellandur,"Beverage Shop, Cafe","Tea, Fast Food, Cafe",400,Cafes
48887,Tea Totallers,Yes,No,3.0,19,Bellandur,Cafe,"Cafe, Continental, Tea",500,Cafes
48889,Cuppa,No,No,3.7,33,Bellandur,Cafe,"Fast Food, Street Food, Beverages",400,Cafes
48890,Costa Coffee,No,No,3.0,6,Bellandur,Cafe,Cafe,500,Cafes
48891,Cafe Thulp,Yes,Yes,4.0,348,Bellandur,Cafe,"Cafe, Burger, Italian, Salad",1000,Cafes
48892,Chai Resto,No,No,3.5,7,Bellandur,Quick Bites,"Fast Food, Tea",200,Cafes
48894,eat.fit,Yes,No,4.4,650,Bellandur,Delivery,"Healthy Food, North Indian, Biryani, Continental, Desserts",500,Delivery
48895,Sher-E-Punjab,Yes,No,3.4,425,Marathahalli,Quick Bites,"North Indian, Chinese",400,Delivery
48896,Blue Berry Restaurant,Yes,No,3.9,150,Bellandur,Casual Dining,"North Indian, Biryani, Chinese, Beverages",650,Delivery
48897,BOX8- Desi Meals,Yes,No,4.2,170,Bellandur,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,Delivery
48898,FreshMenu,Yes,No,3.3,120,East Bangalore,Delivery,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450,Delivery
48899,Udupi Ruchi,Yes,No,3.8,244,Bellandur,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery
48900,Rangla Punjab,Yes,No,2.9,321,Bellandur,Quick Bites,"North Indian, Chinese",450,Delivery
48901,nu.tree,Yes,No,4.3,300,Sarjapur Road,Delivery,"North Indian, Healthy Food, Beverages",400,Delivery
48902,Best Of Bengal,Yes,No,3.8,234,Marathahalli,Quick Bites,Bengali,300,Delivery
48903,Kerala Panoor Restaurant,Yes,No,3.5,142,Bellandur,Quick Bites,"Kerala, Seafood, Biryani, South Indian",350,Delivery
48904,Pet Full @ 99,Yes,No,3.0,20,Sarjapur Road,Quick Bites,North Indian,200,Delivery
48905,Punjabi Dawat,Yes,No,2.9,254,Bellandur,Quick Bites,"North Indian, Chinese",400,Delivery
48906,Burger King,Yes,No,3.9,79,Sarjapur Road,Quick Bites,"Burger, Fast Food",500,Delivery
48907,Kerala Mess Upahar,Yes,No,3.8,126,Bellandur,Mess,"Kerala, Biryani, South Indian",300,Delivery
48910,Punjabi Nukkad Pure Veg,Yes,No,4.0,795,HSR,Quick Bites,"North Indian, Chinese, Juices",500,Delivery
48911,Kolkata Rolls & Fast food,Yes,No,3.6,52,HSR,Quick Bites,"Rolls, Fast Food",200,Delivery
48912,Murli,Yes,No,3.9,1246,Bellandur,Casual Dining,"North Indian, Chinese, Street Food, Fast Food, Mithai",500,Delivery
48914,Bangalore Agarwal Bhavan,Yes,No,3.5,22,Sarjapur Road,Quick Bites,"North Indian, Street Food, Mithai",300,Delivery
48915,Kanti Sweets,Yes,No,4.1,163,Bellandur,Sweet Shop,"Mithai, Street Food",400,Delivery
48916,Fun Kitchen,Yes,No,3.6,103,HSR,Quick Bites,"North Indian, Chinese, Fast Food",400,Delivery
48917,Udupi Bhavan,Yes,No,3.8,184,HSR,Quick Bites,"Chinese, North Indian, South Indian",400,Delivery
48918,Hyderabadi Biryani Hub,Yes,No,3.4,52,Sarjapur Road,Quick Bites,"Biryani, North Indian",600,Delivery
48919,Blueberry Restaurant,Yes,No,3.5,48,Bellandur,Quick Bites,"North Indian, Biryani, South Indian",400,Delivery
48920,Udupi Aatithya,Yes,No,4.0,90,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
48921,NY Pizza And Waffles,Yes,No,3.3,15,Sarjapur Road,Quick Bites,"Pizza, Fast Food",300,Delivery
48922,Punjabi Khana,Yes,No,3.1,12,Bellandur,Quick Bites,North Indian,500,Delivery
48923,Mojo Pizza - 2X Toppings,Yes,No,4.1,167,Bellandur,"Takeaway, Delivery",Pizza,600,Delivery
48924,Chai Point,Yes,No,4.0,323,HSR,"Beverage Shop, Quick Bites","Fast Food, Beverages",250,Delivery
48925,Sai Santhi Cafe,Yes,No,3.8,71,Marathahalli,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
48926,Sri Vishnu Veg,Yes,No,3.5,15,Marathahalli,Quick Bites,South Indian,200,Delivery
48927,Hyderabadi Bawarchi Biriyani,Yes,No,3.4,4,Bellandur,Casual Dining,Biryani,450,Delivery
48928,Donne Biriyani House,Yes,No,3.1,129,Sarjapur Road,Quick Bites,Biryani,300,Delivery
48929,Potful,Yes,No,4.0,856,Sarjapur Road,Delivery,"Biryani, Kebab, Rolls, Mughlai",650,Delivery
48930,Just Bake,Yes,No,3.4,15,Sarjapur Road,"Bakery, Quick Bites",Bakery,400,Delivery
48931,KFC,Yes,No,3.2,393,Sarjapur Road,Quick Bites,"Burger, Fast Food",450,Delivery
48932,Thalassery Restaurant,Yes,No,3.6,710,Bellandur,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",600,Delivery
48933,Sri Vishnu Grand,Yes,No,3.8,137,Sarjapur Road,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery
48935,Bathinda Dine,Yes,No,3.9,266,Bellandur,Casual Dining,North Indian,950,Delivery
48936,Behrouz Biryani,Yes,No,4.0,365,Sarjapur Road,Delivery,Biryani,650,Delivery
48937,Five Star Chicken,Yes,No,3.3,55,Sarjapur Road,Quick Bites,Fast Food,200,Delivery
48938,Sri Krishna Kitchen,Yes,No,3.7,25,Bellandur,Quick Bites,"North Indian, Chinese",400,Delivery
48939,Cake Town Cafe,Yes,No,3.9,78,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",500,Delivery
48940,Kairali Restaurant,Yes,No,3.9,101,Bellandur,Quick Bites,Kerala,200,Delivery
48941,Basaveshwara Khanavali,Yes,No,3.6,12,Sarjapur Road,Quick Bites,South Indian,150,Delivery
48942,Polar Bear,Yes,No,4.0,88,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Delivery
48943,Atithi Sambrama,Yes,No,3.9,72,Sarjapur Road,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery
48944,Lassi Shop,Yes,No,3.9,155,Bellandur,Beverage Shop,"Beverages, Ice Cream",200,Delivery
48945,Marwari Basa,Yes,No,3.1,27,Bellandur,Quick Bites,"Rajasthani, North Indian",300,Delivery
48946,Indori Zaika,Yes,No,2.9,107,HSR,Quick Bites,North Indian,300,Delivery
48947,Homelicious Food,Yes,No,4.0,63,Bellandur,Quick Bites,North Indian,200,Delivery
48948,The Nosh House,Yes,No,4.3,229,Sarjapur Road,Delivery,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",600,Delivery
48949,Warm Oven,Yes,No,3.8,69,Marathahalli,Bakery,"Bakery, Desserts",500,Delivery
48950,Husband's Kitchen,Yes,No,3.5,112,Sarjapur Road,Quick Bites,"Fast Food, North Indian",350,Delivery
48951,Firangi Bake,Yes,No,4.1,90,Sarjapur Road,Delivery,"Mexican, Italian",600,Delivery
48952,Chaarcoal,Yes,No,4.0,468,Bellandur,Casual Dining,North Indian,1200,Delivery
48953,Savoury Restaurant,Yes,No,2.9,833,Sarjapur Road,Casual Dining,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",800,Delivery
48954,Delhite Food,Yes,No,3.4,9,Bellandur,Quick Bites,North Indian,300,Delivery
48955,The Flying Cup,Yes,No,4.2,240,Sarjapur Road,Quick Bites,"Beverages, Fast Food, Tea",150,Delivery
48956,The Rasaganga,Yes,No,3.6,409,Bellandur,Casual Dining,"South Indian, North Indian, Chinese, Street Food",500,Delivery
48957,Udupi Nalapaka,Yes,No,3.9,42,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
48958,Sarjapur Social,Yes,No,4.6,1324,Sarjapur Road,"Bar, Casual Dining","American, North Indian, Chinese, Finger Food",1500,Delivery
48959,Just Shawarma,Yes,No,3.9,79,HSR,Quick Bites,Arabian,300,Delivery
48960,Domino's Pizza,Yes,No,3.4,6,Sarjapur Road,Quick Bites,"Pizza, Fast Food",400,Delivery
48963,Happy Endings,Yes,No,4.2,506,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts, Italian",500,Delivery
48964,Andhra Bhojanam,Yes,No,3.6,57,Bellandur,Delivery,Andhra,400,Delivery
48966,Spicy Khana Point,Yes,No,2.8,70,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",500,Delivery
48967,Subway,Yes,No,3.9,100,Sarjapur Road,Quick Bites,"Healthy Food, Sandwich, Salad",500,Delivery
48968,Meat and Eat,Yes,No,3.0,54,HSR,Quick Bites,"Fast Food, Burger",500,Delivery
48969,Waffle Talesz,Yes,No,3.8,33,Sarjapur Road,Dessert Parlor,Desserts,200,Delivery
48970,Suryawanshi,Yes,Yes,4.4,139,Sarjapur Road,Casual Dining,"Maharashtrian, Seafood",700,Delivery
48971,Indiana Burgers,Yes,No,3.5,29,Sarjapur Road,Delivery,Burger,300,Delivery
48972,Abhiruchi Restaurant,Yes,No,3.4,7,Sarjapur Road,Casual Dining,"Biryani, Andhra, North Indian, Chinese",550,Delivery
48973,Pasta Twist Plus,Yes,No,2.6,22,Bellandur,Quick Bites,"Fast Food, Continental, Italian, Rolls, Sandwich",400,Delivery
48974,Hyderabadi Biriyani,Yes,No,3.3,36,Bellandur,Casual Dining,"Biryani, Hyderabadi, Chinese, North Indian",800,Delivery
48975,Fill A Belly Restaurant,No,No,3.6,33,Sarjapur Road,Quick Bites,"North Indian, Chinese, Fast Food",300,Delivery
48976,Sri Krishna Sagar,Yes,No,3.5,237,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",400,Delivery
48978,Frosty Fills,Yes,No,3.7,10,Bellandur,Quick Bites,"Desserts, Ice Cream",250,Delivery
48979,Hungry Bird,Yes,No,3.8,19,Sarjapur Road,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery
48980,The Good Bowl,Yes,No,3.6,14,Sarjapur Road,"Takeaway, Delivery","Italian, North Indian, Biryani",500,Delivery
48981,The Salad Studio,Yes,No,4.0,109,Bellandur,Cafe,"Cafe, Healthy Food, Salad",400,Delivery
48982,Chatori Tongue,Yes,No,3.9,65,Sarjapur Road,Quick Bites,Street Food,100,Delivery
48983,Veg Rasoi,Yes,No,4.0,101,HSR,Delivery,"North Indian, Rajasthani",600,Delivery
48984,Petoo,Yes,No,4.1,105,HSR,Quick Bites,"North Indian, Fast Food, Street Food",800,Delivery
48986,Tata Cha,Yes,No,3.4,36,Bellandur,"Beverage Shop, Cafe","Tea, Fast Food, Cafe",400,Delivery
48989,Artinci Artisanal Ice Cream,Yes,No,3.6,7,HSR,Dessert Parlor,"Ice Cream, Desserts",300,Delivery
48990,Chai World,Yes,No,3.8,20,Sarjapur Road,Quick Bites,"Tea, Beverages, Sandwich, Fast Food",300,Delivery
48991,Baker's Home,Yes,No,3.9,179,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",300,Delivery
48992,Paratha Treat,Yes,No,3.5,53,Bellandur,Quick Bites,North Indian,200,Delivery
48993,New Cool Joint,Yes,No,3.6,25,Sarjapur Road,Quick Bites,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",150,Delivery
48995,Mangala Hotel,Yes,No,3.8,28,Sarjapur Road,Quick Bites,"Kerala, Chinese, North Indian",300,Delivery
48996,Keventers,Yes,No,3.6,22,Bellandur,"Beverage Shop, Dessert Parlor","Beverages, Desserts, Ice Cream",400,Delivery
48997,Poha On Wheels,Yes,No,4.1,74,Bellandur,"Takeaway, Delivery",Street Food,100,Delivery
48998,Makers of Milkshakes,Yes,No,3.9,40,HSR,Beverage Shop,Beverages,300,Delivery
48999,Shake It Off,Yes,No,4.1,64,Bellandur,Beverage Shop,"Beverages, Fast Food",600,Delivery
49000,Udupi Savi Thindi,Yes,No,3.5,16,Sarjapur Road,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery
49002,RP Sweets,Yes,No,3.4,7,Bellandur,Sweet Shop,Mithai,300,Delivery
49003,Atithi Aramane Veg,Yes,No,3.9,49,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
49004,Yummy Tummy,Yes,No,2.9,114,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani",400,Delivery
49005,Reddy's Paradise,Yes,No,3.5,11,Sarjapur Road,Quick Bites,"Biryani, North Indian, Chinese, Fast Food",400,Delivery
49006,Biriyani Adda,Yes,No,3.2,6,Bellandur,Quick Bites,"Biryani, Fast Food",350,Delivery
49007,Ajwa Thalassery Biryani,Yes,Yes,3.9,44,Sarjapur Road,Quick Bites,"Biryani, South Indian",500,Delivery
49008,YumYumDilli,Yes,No,3.0,20,Sarjapur Road,Delivery,North Indian,500,Delivery
49009,Folklore Restaurant,Yes,No,3.2,263,Sarjapur Road,Casual Dining,"North Indian, South Indian, Kerala, Seafood",450,Delivery
49010,Napoli Italian Bistro,Yes,Yes,4.1,1073,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza",1200,Delivery
49011,Uptown Sliders & Shakes,Yes,No,3.9,115,HSR,Quick Bites,"Burger, Fast Food, Beverages",600,Delivery
49012,The Grub Central,Yes,Yes,4.0,822,HSR,Cafe,"Cafe, Italian, Continental",700,Delivery
49013,Thalis Of India,Yes,No,3.3,8,Sarjapur Road,Delivery,"South Indian, North Indian, Beverages",500,Delivery
49016,The Milkshake Theory,Yes,No,3.7,35,Sarjapur Road,Beverage Shop,"Beverages, Fast Food",400,Delivery
49017,Cake Box,Yes,No,2.9,26,Marathahalli,Bakery,"Bakery, Desserts",400,Delivery
49018,Quick Bites Food Junction,Yes,No,3.8,31,Sarjapur Road,Quick Bites,"North Indian, Chinese, Bengali",300,Delivery
49019,Poha On Wheels,Yes,No,3.6,11,Sarjapur Road,Quick Bites,Fast Food,100,Delivery
49020,Moriz Restaurant,Yes,No,2.7,82,Bellandur,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani",800,Delivery
49021,Juice Junction Food Court,Yes,No,3.8,215,HSR,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery
49022,American Bites,Yes,No,3.7,21,Sarjapur Road,Quick Bites,Fast Food,450,Delivery
49023,World In A Bowl,Yes,No,3.6,19,Sarjapur Road,Delivery,"Continental, North Indian, Desserts, Beverages",600,Delivery
49025,Priyadarshini,Yes,No,3.8,20,Sarjapur Road,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
49026,Faasos,Yes,No,3.9,171,Sarjapur Road,Delivery,"North Indian, Biryani, Fast Food",500,Delivery
49027,Roti's Ghar,Yes,No,3.4,11,Bellandur,"Takeaway, Delivery","North Indian, Juices",200,Delivery
49028,Laddoos,Yes,No,2.9,166,Bellandur,"Quick Bites, Sweet Shop","North Indian, Street Food, Mithai",250,Delivery
49030,Chaat Express,Yes,No,3.4,15,HSR,Quick Bites,"Fast Food, North Indian",200,Delivery
49031,Rusbury Fresh Sweets And Savouries,Yes,No,4.0,72,HSR,Sweet Shop,"Mithai, Street Food",200,Delivery
49032,Shree Khana Khazana,Yes,No,4.1,172,Bellandur,Quick Bites,"North Indian, Chinese, Rajasthani",450,Delivery
49034,Andhra Paris,Yes,No,3.2,7,Sarjapur Road,Quick Bites,Andhra,250,Delivery
49035,Spicy Punjabi Pharatha,Yes,No,2.9,77,Marathahalli,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery
49037,S S Popular Frozen Stone,Yes,No,3.7,25,Bellandur,"Beverage Shop, Quick Bites","Beverages, Ice Cream, Sandwich, Fast Food",250,Delivery
49038,Swadist Pakhal Restaurant,Yes,No,3.5,16,Sarjapur Road,Casual Dining,"North Indian, Chinese, Bengali",550,Delivery
49039,Amrutha Grand Restaurant,Yes,No,3.2,205,Sarjapur Road,Casual Dining,"North Indian, Biryani, Chinese",500,Delivery
49040,YumYumSouth,Yes,No,3.5,55,Sarjapur Road,Delivery,South Indian,600,Delivery
49041,XO Belgian Waffle,Yes,No,0.0,0,Bellandur,Dessert Parlor,"Desserts, Beverages",400,Delivery
49042,Bombay Kulfi,Yes,No,3.9,41,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
49043,MAD Belgian Waffles,Yes,No,3.6,8,Sarjapur Road,Delivery,"Desserts, Beverages",300,Delivery
49044,Thiruvithamkoor Restaurant,Yes,No,3.3,296,Sarjapur Road,Quick Bites,"Kerala, Seafood, South Indian, Biryani",400,Delivery
49045,Sichuan,Yes,No,4.1,273,Bellandur,Casual Dining,"Chinese, Asian, Seafood",800,Delivery
49047,Ovenstory Pizza,Yes,No,4.0,201,HSR,Delivery,Pizza,800,Delivery
49048,Pavan Tiffin Center,Yes,No,3.3,9,HSR,Quick Bites,South Indian,300,Delivery
49050,Sri Ganesh Juice Junction,Yes,No,3.5,6,Bellandur,Beverage Shop,"Juices, Fast Food",200,Delivery
49052,Kanua,Yes,Yes,4.4,898,Sarjapur Road,Casual Dining,"Konkan, Mangalorean, Seafood",1400,Delivery
49054,Delitz Creamvilla Cafe,Yes,No,3.9,77,Bellandur,"Cafe, Dessert Parlor","Cafe, Desserts, Ice Cream",600,Delivery
